name,link,full_path,dob,taken,gender
Hadidjah,https://id.wikipedia.org/wiki/Hadidjah,,,,0
Hana Prinantina,https://id.wikipedia.org/wiki/Hana_Prinantina,,Jun 28 1991,,0
Hanna Wijaya,https://id.wikipedia.org/wiki/Hanna_Wijaya,,,,0
Happy Salma,https://id.wikipedia.org/wiki/Happy_Salma,,,,0
Hayria Faturrahman,https://id.wikipedia.org/wiki/Hayria_Faturrahman,,Sep 26 1986,,0
Helmalia Putri,https://id.wikipedia.org/wiki/Helmalia_Putri,,Apr 13 1982,,0
Helsi Herlinda,https://id.wikipedia.org/wiki/Helsi_Herlinda,,Mar 19 1974,,0
Henidar Amroe,https://id.wikipedia.org/wiki/Henidar_Amroe,,Apr 11 1962,,0
Herfiza Novianti,https://id.wikipedia.org/wiki/Herfiza_Novianti,,Nov 21 1987,,0
Hesti Purwadinata,https://id.wikipedia.org/wiki/Hesti_Purwadinata,./foto/Hesti_Purwadinata.jpg,Jun 15 1983,,0
Hetty Koes Endang,https://id.wikipedia.org/wiki/Hetty_Koes_Endang,,Aug 6 1957,,0
Icha Anisa,https://id.wikipedia.org/wiki/Icha_Anisa,,Oct 16 1994,,0
Ichi Nuraini,https://id.wikipedia.org/wiki/Ichi_Nuraini,,Aug 15 1987,,0
Ida Iasha,https://id.wikipedia.org/wiki/Ida_Iasha,,May 14 1963,,0
Belanda,https://id.wikipedia.org/wiki/Belanda,,,,0
Ida Kusumah,https://id.wikipedia.org/wiki/Ida_Kusumah,./foto/Ida_Kusumah%2C_Star_News_X.7_%281962%29%2C_p15.jpg,Aug 31 1939,,0
Ida Leman,https://id.wikipedia.org/wiki/Ida_Leman,,Nov 16 1955,,0
Ida Nursanti,https://id.wikipedia.org/wiki/Ida_Nursanti,,,,0
Ida Royani,https://id.wikipedia.org/wiki/Ida_Royani,,,,0
Ida Zein,https://id.wikipedia.org/wiki/Ida_Zein,,,,0
Idjah Bomber,https://id.wikipedia.org/wiki/Idjah_Bomber,,,,0
Ify Alyssa,https://id.wikipedia.org/wiki/Alyssa_Saufika_Umari,,Dec 6 1996,,0
Iga Mawarni,https://id.wikipedia.org/wiki/Iga_Mawarni,,Jul 24 1973,,0
Iis Sugianto,https://id.wikipedia.org/wiki/Iis_Sugianto,,Nov 17 1961,,0
Ike Muti,https://id.wikipedia.org/wiki/Ike_Muti,./foto/Ike_Muti.jpg,Sep 16 1972,,0
Imel Putri Cahyati,https://id.wikipedia.org/wiki/Imel_Putri_Cahyati,,Nov 8 1988,,0
Imelda Lubis,https://id.wikipedia.org/wiki/Imelda_Lubis,,Oct 9 1978,,0
Imelda Soraya,https://id.wikipedia.org/wiki/Imelda_Soraya,,Aug 31 1984,,0
Imelda Therinne,https://id.wikipedia.org/wiki/Imelda_Therinne,,May 19 1982,,0
Imey Liem,https://id.wikipedia.org/wiki/Imey_Liem,,May 3 1986,,0
Ina Marika,https://id.wikipedia.org/wiki/Ina_Marika,,,,0
Indah Fajarwati,https://id.wikipedia.org/wiki/Indah_Fajarwati,,Apr 6 1954,,0
Indah Kalalo,https://id.wikipedia.org/wiki/Indah_Kalalo,,Aug 30 1980,,0
Indah Pelapory,https://id.wikipedia.org/wiki/Indah_Pelapory,,Apr 25 1987,,0
Indah Permatasari,https://id.wikipedia.org/wiki/Indah_Permatasari,,May 16 1997,,0
Indra Widyawati,https://id.wikipedia.org/wiki/Indra_Widyawati,,,,0
Indri Giana,https://id.wikipedia.org/wiki/Indri_Giana,,Nov 18 1994,,0
Indri Satiya,https://id.wikipedia.org/wiki/Indri_Satiya,,,,0
Indriati Iskak,https://id.wikipedia.org/wiki/Indriati_Iskak,./foto/Indriati_Iskak_in_a_promotional_still_%28c._1960%29%2C_by_Tati_Photo_Studio.jpg,Jun 9 1942,,0
Indy Barends,https://id.wikipedia.org/wiki/Indy_Barends,,,,0
Ine Febriyanti,https://id.wikipedia.org/wiki/Ine_Febriyanti,,Feb 18 1976,,0
Ineke Valentina,https://id.wikipedia.org/wiki/Ineke_Valentina,,Aug 2 1996,,0
Inez Tagor,https://id.wikipedia.org/wiki/Inez_Tagor,,Aug 23 1973,,0
Inggrid Widjanarko,https://id.wikipedia.org/wiki/Inggrid_Widjanarko,,Aug 18 1958,,0
Inne Azri,https://id.wikipedia.org/wiki/Inne_Azri,,Mar 31 1984,,0
Inneke Koesherawati,https://id.wikipedia.org/wiki/Inneke_Koesherawati,,Dec 13 1975,,0
Inong Nidya Ayu,https://id.wikipedia.org/wiki/Inong_Ayu,,Feb 5 1981,,0
Intan Ayu,https://id.wikipedia.org/wiki/Intan_Ayu,,,,0
Intan Kieflie,https://id.wikipedia.org/wiki/Intan_Kieflie,,,,0
Intan Nuraini,https://id.wikipedia.org/wiki/Intan_Nuraini,,Mar 23 1985,,0
Inzalna Balqis,https://id.wikipedia.org/wiki/Inzalna_Balqis,,May 6 1991,,0
Ira Maya Sopha,https://id.wikipedia.org/wiki/Ira_Maya_Sopha,,Mar 21 1968,,0
Ira Wibowo,https://id.wikipedia.org/wiki/Ira_Wibowo,,Dec 20 1967,,0
Jerman,https://id.wikipedia.org/wiki/Jerman,,,,0
Irena Justine,https://id.wikipedia.org/wiki/Irena_Justine,./foto/Irena_Justine_121211_foto_Munady.jpg,Jun 15 1993,,0
Irina Chiu,https://id.wikipedia.org/wiki/Irina_Chiu,,,,0
Jerman,https://id.wikipedia.org/wiki/Jerman,,,,0
Iris Emiliana,https://id.wikipedia.org/wiki/Airis_Emiliana,./foto/Airis_Emiliana.jpg,Apr 2 1995,,0
Irish Bella,https://id.wikipedia.org/wiki/Irish_Bella,,,,0
Ismi Melinda,https://id.wikipedia.org/wiki/Ismi_Melinda,,Sep 9 1989,,0
Ita Mustafa,https://id.wikipedia.org/wiki/Ita_Mustafa,,,,0
Ivanka Suwandi,https://id.wikipedia.org/wiki/Ivanka_Suwandi,./foto/Ivanka_Suwandi.jpg,Jun 19 1970,,0
Iyut Bing Slamet,https://id.wikipedia.org/wiki/Iyut_Bing_Slamet,,Jul 11 1968,,0
Jajang C. Noer,https://id.wikipedia.org/wiki/Jajang_C._Noer,./foto/Jajang_C._Noer_%282006%29.jpg,Jun 28 1952,2006:10:26,0
Perancis,https://id.wikipedia.org/wiki/Perancis,,,,0
Jennifer Arnelita,https://id.wikipedia.org/wiki/Jennifer_Arnelita,,Dec 17 1984,,0
Jenny Chang,https://id.wikipedia.org/wiki/Jenny_Chang,,Aug 10 1980,,0
Jenny Cortez,https://id.wikipedia.org/wiki/Jenny_Cortez,,Oct 8 1986,,0
Jessica Iskandar,https://id.wikipedia.org/wiki/Jessica_Iskandar,,,,0
Jessica Mila,https://id.wikipedia.org/wiki/Jessica_Mila,,Aug 3 1992,,0
Jessica Torsten,https://id.wikipedia.org/wiki/Jessica_Torsten,,Mar 20 2000,,0
Jessyca Auryn,https://id.wikipedia.org/wiki/Jessyca_Stefani_Auryn,,,,0
Jian Batari,https://id.wikipedia.org/wiki/Jian_Batari,,Jul 15 1990,,0
Jihane Almira,https://id.wikipedia.org/wiki/Jihane_Almira,,Feb 4 2000,,0
Jill Gladys,https://id.wikipedia.org/wiki/Jill_Gladys,,Oct 7 1986,,0
Joanna Alexandra,https://id.wikipedia.org/wiki/Joanna_Alexandra,,Apr 23 1987,,0
Joice Erna,https://id.wikipedia.org/wiki/Joice_Erna,,Sep 27 1955,,0
Julia Perez,https://id.wikipedia.org/wiki/Julia_Perez,./foto/Julia_Perez.jpg,Jul 15 1980,2006:11:26,0
Julie Estelle,https://id.wikipedia.org/wiki/Julie_Estelle,,,,0
Juni Arcan,https://id.wikipedia.org/wiki/Juni_Arcan,,Jun 21 1961,,0
Juwita Bahar,https://id.wikipedia.org/wiki/Juwita_Thofany_Sanjaya,,,,0
Kaditha Ayu,https://id.wikipedia.org/wiki/Kaditha_Ayu,,,,0
Kaemita,https://id.wikipedia.org/wiki/Kaemita,,Mar 16 1980,,0
Kamidia Radisti,https://id.wikipedia.org/wiki/Kamidia_Radisti,./foto/Miss_Indonesia_Kamidia_Radisti.jpg,Feb 23 1984,2007:12:01,0
Karenina,https://id.wikipedia.org/wiki/Karenina,,Feb 28 1983,,0
Karina Meita,https://id.wikipedia.org/wiki/Karina_Meita,,May 2 1993,,0
Karina Nadila,https://id.wikipedia.org/wiki/Karina_Nadila,,,,0
Karina Salim,https://id.wikipedia.org/wiki/Karina_Salim,./foto/Karina_Salim.jpg,Aug 24 1991,2013:01:20,0
Karina Suwandi,https://id.wikipedia.org/wiki/Karina_Suwandi,,,,0
Karlina Inawati,https://id.wikipedia.org/wiki/Karlina_Inawati,,Mar 1 1966,,0
Kartika Jahja,https://id.wikipedia.org/wiki/Kartika_Jahja,,,,0
Kartika Putri,https://id.wikipedia.org/wiki/Kartika_Putri,,,,0
Keira Shabira,https://id.wikipedia.org/wiki/Keira_Shabira,,Jun 8 1991,,0
Keke Soeryo,https://id.wikipedia.org/wiki/Sri_Nurhandayani,,Mar 13 1969,,0
Kelly Tandiono,https://id.wikipedia.org/wiki/Kelly_Tandiono,,Oct 28 1986,,0
Ken Nala Amrytha,https://id.wikipedia.org/wiki/Ken_Nala_Amrytha,,Sep 23 1995,,0
Kenes Andari,https://id.wikipedia.org/wiki/Kenes_Andari,,,,0
Kesha Ratuliu,https://id.wikipedia.org/wiki/Kesha_Ratuliu,,Jun 5 1998,,0
Kezia Karamoy,https://id.wikipedia.org/wiki/Kezia_Karamoy,,Mar 15 1993,,0
Kia Poetri,https://id.wikipedia.org/wiki/Kia_Poetri,,Dec 4 1994,,0
Kiki Amalia,https://id.wikipedia.org/wiki/Kiki_Amalia,,Nov 26 1981,,0
Kiki Fatmala,https://id.wikipedia.org/wiki/Kiki_Fatmala,,Oct 26 1969,,0
Kiki Maria,https://id.wikipedia.org/wiki/Kiki_Maria,,Sep 10 1962,,0
Kiki Rizky Amelia,https://id.wikipedia.org/wiki/Kiki_Rizky_Amelia,,,,0
Kimberly Ryder,https://id.wikipedia.org/wiki/Kimberly_Ryder,,Aug 6 1993,,0
Kimmy Geovanni,https://id.wikipedia.org/wiki/Kimmy_Geovanni,,Sep 26 1993,,0
Kimmy Jayanti,https://id.wikipedia.org/wiki/Kimmy_Jayanti,,Oct 18 1991,,0
Kinaryosih,https://id.wikipedia.org/wiki/Kinaryosih,,Mar 3 1979,,0
Kirana Larasati,https://id.wikipedia.org/wiki/Kirana_Larasati,,Aug 29 1987,,0
Komalasari,https://id.wikipedia.org/wiki/Komalasari,./foto/Komalasari%2C_Film_Varia_2.3_%28March_1955%29%2C_p17.jpg,Mar 1 1932,,0
01 Maret,https://id.wikipedia.org/wiki/01_Maret,,,,0
1932,https://id.wikipedia.org/wiki/1932,,,,0
Krisdayanti,https://id.wikipedia.org/wiki/Krisdayanti,./foto/Krisdayanti_2004_1.jpg,Mar 24 1975,2004:06:26,0
Ladya Cheryl,https://id.wikipedia.org/wiki/Ladya_Cheryl,,Apr 11 1981,,0
Laila Sari,https://id.wikipedia.org/wiki/Laila_Sari,./foto/Laila_Sari.jpg,Nov 4 1935,2014:04:21,0
Lala Karmela,https://id.wikipedia.org/wiki/Lala_Karmela,./foto/LalaKarmelaStage.jpg,Apr 2 1985,2016:12:17,0
Lana Nitibaskara,https://id.wikipedia.org/wiki/Lana_Nitibaskara,,,,0
Laras Monca,https://id.wikipedia.org/wiki/Laras_Monca,,Dec 22 1987,,0
Laudya Cynthia Bella,https://id.wikipedia.org/wiki/Laudya_Cynthia_Bella,,Feb 24 1988,,0
Laura Basuki,https://id.wikipedia.org/wiki/Laura_Basuki,,,,0
Jerman,https://id.wikipedia.org/wiki/Jerman,,,,0
Laura Theux,https://id.wikipedia.org/wiki/Laura_Theux,,Mar 28 1996,,0
Leily Sagita,https://id.wikipedia.org/wiki/Leily_Sagita,,Dec 19 1952,,0
Lella Anggraini,https://id.wikipedia.org/wiki/Lella_Anggraini,,Oct 10 1965,,0
Lenny Charlotte,https://id.wikipedia.org/wiki/Lenny_Charlotte,,Sep 29 1959,,0
Lenny Marlina,https://id.wikipedia.org/wiki/Lenny_Marlina,,Feb 19 1954,,0
Leony VH,https://id.wikipedia.org/wiki/Leony_Vitria_Hartanti,,Sep 20 1987,,0
Leylarey Lesesne,https://id.wikipedia.org/wiki/Leylarey_Lesesne,,Jul 17 1990,,0
Lia Waode,https://id.wikipedia.org/wiki/Lia_Waode,,Dec 19 1985,,0
Lia Waroka,https://id.wikipedia.org/wiki/Lia_Waroka,,Jul 8 1967,,0
Lina Budiarti,https://id.wikipedia.org/wiki/Lina_Budiarti,,Feb 22 1952,,0
Lina Marpaung,https://id.wikipedia.org/wiki/Lina_Marpaung,,Apr 16 1953,,0
Linda Ramadhanty,https://id.wikipedia.org/wiki/Linda_Ramadhanty,,Aug 15 1978,,0
Livy Andriany,https://id.wikipedia.org/wiki/Livy_Andriany,,Nov 3 1989,,0
Lola Amaria,https://id.wikipedia.org/wiki/Lola_Amaria,,Jul 30 1977,,0
Lolita Putri,https://id.wikipedia.org/wiki/Lolita_Putri,,Dec 27 1985,,0
Lulu Kurnia,https://id.wikipedia.org/wiki/Lulu_Kurnia,,Feb 14 1974,,0
Lulu Tobing,https://id.wikipedia.org/wiki/Lulu_Tobing,,Nov 21 1977,,0
Luna Maya,https://id.wikipedia.org/wiki/Luna_Maya,,Aug 26 1983,,0
Lutesha,https://id.wikipedia.org/wiki/Lutesha,,Jun 23 1994,,0
Luthya Sury,https://id.wikipedia.org/wiki/Luthya_Sury_Widjaya,,Aug 18 1994,,0
Lydia Kandou,https://id.wikipedia.org/wiki/Lydia_Kandou,./foto/Tokohindonesialydiakandou.jpg,Feb 21 1963,,0
Maeeva Amin,https://id.wikipedia.org/wiki/Maeeva_Amin,,Apr 15 1986,,0
Malaysia,https://id.wikipedia.org/wiki/Malaysia,,,,0
Magdalena,https://id.wikipedia.org/wiki/Magdalena,,,,0
Maia Estianty,https://id.wikipedia.org/wiki/Maia_Estianty,,,,0
Malfin Shayna,https://id.wikipedia.org/wiki/Malfin_Shayna,,,,0
Manohara Odelia,https://id.wikipedia.org/wiki/Manohara_Odelia_Pinot,,Feb 28 1992,,0
Marcella Daryanani,https://id.wikipedia.org/wiki/Marcella_Daryanani,,Mar 8 1998,,0
Marcella Lumowa,https://id.wikipedia.org/wiki/Marcella_Lumowa,,May 29 1976,,0
Marcella Zalianty,https://id.wikipedia.org/wiki/Marcella_Zalianty,,Mar 7 1980,,0
Marchia Pohan,https://id.wikipedia.org/wiki/Marchia_Pohan,,,,0
Margareth Angelina,https://id.wikipedia.org/wiki/Margareth_Angelina,,Oct 5 1990,,0
Maria Agnes,https://id.wikipedia.org/wiki/Maria_Agnes,,,,0
Maria Oentoe,https://id.wikipedia.org/wiki/Maria_Oentoe,,,,0
Maria Selena,https://id.wikipedia.org/wiki/Maria_Selena,,,,0
Maria Umboh,https://id.wikipedia.org/wiki/Maria_Umboh,,,,0
Mariana Renata,https://id.wikipedia.org/wiki/Mariana_Renata,,Dec 31 1983,,0
Perancis,https://id.wikipedia.org/wiki/Perancis,,,,0
Marina Gardena,https://id.wikipedia.org/wiki/Marina_Gardena,,Jul 5 1948,,0
Marini Sardi,https://id.wikipedia.org/wiki/Marini_Sardi,./foto/Marini_Soerjosoemarno.jpg,Nov 2 1947,,0
Marissa Anita,https://id.wikipedia.org/wiki/Marissa_Anita,,,,0
Marissa Christina,https://id.wikipedia.org/wiki/Marissa_Christina,,Jun 03 1984,,0
Marissa Haque,https://id.wikipedia.org/wiki/Marissa_Haque,./foto/Marissa_Haque.jpg,Oct 15 1962,2006:10:22,0
Marissa Jeffryna,https://id.wikipedia.org/wiki/Marissa_Jeffryna,,Feb 22 1987,,0
Marissa Nasution,https://id.wikipedia.org/wiki/Marissa_Nasution,,Feb 8 1986,,0
Marlia Hardi,https://id.wikipedia.org/wiki/Marlia_Hardi,./foto/Marlia_Hardy%2C_Film_Varia_1.6_%28May_1954%29%2C_p18.jpg,Mar 10 1927,,0
Marsha Aruan,https://id.wikipedia.org/wiki/Marsha_Aruan,,Oct 24 1996,,0
Marsha Natika,https://id.wikipedia.org/wiki/Marsha_Natika,./foto/Marsha-natika.jpg,Jun 18 1992,,0
Marsha Timothy,https://id.wikipedia.org/wiki/Marsha_Timothy,,,,0
Marshanda,https://id.wikipedia.org/wiki/Marshanda,,Aug 10 1989,,0
Martina Tesela,https://id.wikipedia.org/wiki/Martina_Tesela,,,,0
Maryam Supraba,https://id.wikipedia.org/wiki/Maryam_Supraba,,Apr 28 1978,,0
Masayu Anastasia,https://id.wikipedia.org/wiki/Masayu_Anastasia,,,,0
Masayu Clara,https://id.wikipedia.org/wiki/Masayu_Clara,,Oct 9 1995,,0
Maudy Ayunda,https://id.wikipedia.org/wiki/Maudy_Ayunda,,Dec 19 1994,,0
Maudy Koesnaedi,https://id.wikipedia.org/wiki/Maudy_Koesnaedi,./foto/Maudy_Koesnaedi2.jpg,Apr 8 1975,,0
Mawar Eva De Jongh,https://id.wikipedia.org/wiki/Mawar_Eva_De_Jongh,,Sep 26 2001,,0
Maya Caroline,https://id.wikipedia.org/wiki/Maya_Caroline,,Jul 25 1979,,0
Maya Rumantir,https://id.wikipedia.org/wiki/Maya_Rumantir,./foto/Maya_rumantir.jpg,Apr 2 1964,,0
Maya Septha,https://id.wikipedia.org/wiki/Maya_Septha,,Sep 12 1986,,0
Maya Wulan,https://id.wikipedia.org/wiki/Maya_Wulan,,,,0
Mega Carefansa,https://id.wikipedia.org/wiki/Mega_Carefansa,,,,0
Mega Utami,https://id.wikipedia.org/wiki/Mega_Utami,,Apr 2 1992,,0
Meidiana Hutomo,https://id.wikipedia.org/wiki/Meidiana_Hutomo,,May 15 1966,,0
Meirayni Fauziah,https://id.wikipedia.org/wiki/Meirayni_Fauziah,,May 6 1995,,0
Meitha Thamrin,https://id.wikipedia.org/wiki/Meitha_Thamrin,,May 14 1993,,0
Melanie Putria,https://id.wikipedia.org/wiki/Melanie_Putria,,,,0
Melayu Nicole Hall,https://id.wikipedia.org/wiki/Melayu_Nicole_Hall,,Nov 14 1996,,0
Melissa Karim,https://id.wikipedia.org/wiki/Melissa_Karim,,May 12 1978,,0
Melody Prima,https://id.wikipedia.org/wiki/Melody_Prima,,,,0
Melody Septania,https://id.wikipedia.org/wiki/Melody_Septania,,,,0
Mentari,https://id.wikipedia.org/wiki/Mentari_(aktris),,Apr 18 1987,,0
Mentari De Marelle,https://id.wikipedia.org/wiki/Mentari_De_Marelle,,,,0
Belgia,https://id.wikipedia.org/wiki/Belgia,,,,0
Meriam Bellina,https://id.wikipedia.org/wiki/Meriam_Bellina,,Apr 10 1965,,0
Meriza Febriani,https://id.wikipedia.org/wiki/Meriza_Febriani,,Feb 16 1989,,0
Metha Yunatria,https://id.wikipedia.org/wiki/Metha_Yunatria,,Dec 24 1984,,0
Metta Permadi,https://id.wikipedia.org/wiki/Metta_Permadi,,Apr 11 1989,,0
Mey Chan,https://id.wikipedia.org/wiki/Mey_Chan,./foto/Princess_Of_Disco.jpg,May 14 1986,2010:10:19,0
Meyda Sefira,https://id.wikipedia.org/wiki/Meyda_Sefira,,May 20 1988,,0
Michella Adlen,https://id.wikipedia.org/wiki/Michella_Adlen,,Mar 29 1990,,0
Michella Putri,https://id.wikipedia.org/wiki/Michella_Putri,,Aug 31 1994,,0
Michelle Joan,https://id.wikipedia.org/wiki/Michelle_Joan,,May 28 1993,,0
Michelle Ziudith,https://id.wikipedia.org/wiki/Michelle_Ziudith,,,,0
Miea Kusuma,https://id.wikipedia.org/wiki/Miea_Kusuma,,Jun 6 1979,,0
Mieke Amalia,https://id.wikipedia.org/wiki/Mieke_Amalia,,Apr 24 1977,,0
Mieke Wijaya,https://id.wikipedia.org/wiki/Mieke_Wijaya,./foto/Mieke_Wijaya%2C_c._1960%2C_from_Tati_Photo_Studio.jpg,Mar 17 1940,,0
Mien Brodjo,https://id.wikipedia.org/wiki/Mien_Brodjo,./foto/3748_161_mien_brodjo_hl.jpg,Mar 8 1937,,0
08 Maret,https://id.wikipedia.org/wiki/08_Maret,,,,0
1937,https://id.wikipedia.org/wiki/1937,,,,0
Migi Parahita,https://id.wikipedia.org/wiki/Migi_Parahita,,Nov 25 1990,,0
Mikha Tambayong,https://id.wikipedia.org/wiki/Mikha_Tambayong,,Sep 15 1994,,0
Mila Karmila,https://id.wikipedia.org/wiki/Mila_Karmila,,,,0
Millane Fernandez,https://id.wikipedia.org/wiki/Millane_Fernandez,,Jul 23 1986,,0
Minati Atmanegara,https://id.wikipedia.org/wiki/Minati_Atmanegara,,Mar 2 1959,,0
Jerman,https://id.wikipedia.org/wiki/Jerman,,,,0
Misye Arsita,https://id.wikipedia.org/wiki/Misye_Arsita,,,,0
Monica Oemardi,https://id.wikipedia.org/wiki/Monica_Oemardi,,Jun 16 1974,,0
Monica Sayangbati,https://id.wikipedia.org/wiki/Monica_Sayangbati,,Apr 27 1998,,0
Monique Henry,https://id.wikipedia.org/wiki/Monique_Henry,./foto/MoniqueHenry.jpeg,Apr 27 1987,,0
Moudy Zanya,https://id.wikipedia.org/wiki/Moudyzanya_Milanka,,Apr 12 1987,,0
Mpok Atiek,https://id.wikipedia.org/wiki/Mpok_Atiek,,Feb 28 1956,,0
Mpok Nori,https://id.wikipedia.org/wiki/Mpok_Nori,,Aug 10 1930,,0
Mulan Kwok,https://id.wikipedia.org/wiki/Mulan_Kwok,,Aug 23 1979,,0
Mumuk Gomez,https://id.wikipedia.org/wiki/Mumuk_Gomez,,May 27 1995,,0
Mutia Datau,https://id.wikipedia.org/wiki/Mutia_Datau,,Aug 12 1959,,0
Mutiara Sani,https://id.wikipedia.org/wiki/Mutiara_Sani,,Jul 24 1948,,0
Nabila Putri,https://id.wikipedia.org/wiki/Nabila_Putri,,Nov 6 1990,,0
Nabila Syakieb,https://id.wikipedia.org/wiki/Nabila_Syakieb,,Nov 18 1985,,0
Nabilah JKT48,https://id.wikipedia.org/wiki/Nabilah_JKT48,,Nov 11 1999,,0
Nadia Mulya,https://id.wikipedia.org/wiki/Nadia_Mulya,./foto/PIP_2004.jpg,Feb 19 1980,,0
Nadia Saphira,https://id.wikipedia.org/wiki/Nadia_Saphira,,Oct 20 1987,,0
Nadia Vega,https://id.wikipedia.org/wiki/Nadia_Vega,,Dec 12 1987,,0
Nadia Vella,https://id.wikipedia.org/wiki/Nadia_Vella,,Jun 30 1990,,0
Nadiah M. Hassan,https://id.wikipedia.org/wiki/Nadiah_M._Hassan,,,,0
Nadila Ernesta,https://id.wikipedia.org/wiki/Nadila_Ernesta,,Feb 4 1988,,0
Nadine Alexandra,https://id.wikipedia.org/wiki/Nadine_Alexandra,,,,0
Inggris,https://id.wikipedia.org/wiki/Inggris,,,,0
Nadine Chandrawinata,https://id.wikipedia.org/wiki/Nadine_Chandrawinata,./foto/PI_2005.jpg,May 8 1984,,0
Jerman,https://id.wikipedia.org/wiki/Jerman,,,,0
Nadya Almira,https://id.wikipedia.org/wiki/Nadya_Almira,,Jun 24 1994,,0
Nadya Arina,https://id.wikipedia.org/wiki/Nadya_Arina,,Oct 15 1997,,0
Nafa Urbach,https://id.wikipedia.org/wiki/Nafa_Urbach,,Jun 15 1980,,0
Nagita Slavina,https://id.wikipedia.org/wiki/Nagita_Slavina,,,,0
Nana Mirdad,https://id.wikipedia.org/wiki/Nana_Mirdad,,Mar 14 1985,,0
Nani Somanegara,https://id.wikipedia.org/wiki/Nani_Somanegara,,Jul 17 1937,,0
17 Juli,https://id.wikipedia.org/wiki/17_Juli,,,,0
1937,https://id.wikipedia.org/wiki/1937,,,,0
Nani Vidia,https://id.wikipedia.org/wiki/Nani_Vidia,,,,0
Nani Widjaja,https://id.wikipedia.org/wiki/Nani_Widjaja,,Nov 10 1944,,0
Nanien Sudiar,https://id.wikipedia.org/wiki/Nanien_Sudiar,./foto/Nanien_Sudiar.jpg,May 4 1959,,0
Naomi Ivo,https://id.wikipedia.org/wiki/Naomi_Ivo,./foto/NAOMI_IVO.jpg,Mar 27 2006,,0
Naomi Zaskia,https://id.wikipedia.org/wiki/Naomi_Zaskia,,,,0
Jerman,https://id.wikipedia.org/wiki/Jerman,,,,0
Nasya Abigail,https://id.wikipedia.org/wiki/Nasya_Abigail,,Jun 27 1999,,0
Nasya Marcella,https://id.wikipedia.org/wiki/Nasya_Marcella,,Dec 9 1996,,0
Natalie Sarah,https://id.wikipedia.org/wiki/Natalie_Sarah,,Dec 1 1983,,0
Natasha Chairani,https://id.wikipedia.org/wiki/Natasha_Chairani,,,,0
Natasha Dematra,https://id.wikipedia.org/wiki/Natasha_Dematra,,Apr 9 1998,,0
Natasha Gott,https://id.wikipedia.org/wiki/Natasha_Gott,,Sep 1 1994,,0
Natasha Ratulangi,https://id.wikipedia.org/wiki/Natasha_Ratulangi,,Mar 20 1994,,0
Natasha Rizki,https://id.wikipedia.org/wiki/Natasha_Rizki,,Nov 23 1993,,0
Natasha Wilona,https://id.wikipedia.org/wiki/Natasha_Wilona,,Dec 15 1998,,0
Natassa Lengkong,https://id.wikipedia.org/wiki/Natassa_Lengkong,,Nov 18 1992,,0
Navy Rizky Tavania,https://id.wikipedia.org/wiki/Navy_Rizky_Tavania,,,,0
Naysilla Mirdad,https://id.wikipedia.org/wiki/Naysilla_Mirdad,,May 23 1988,,0
Nella Anne,https://id.wikipedia.org/wiki/Nella_Anne,,Jul 6 1976,,0
Nena Rosier,https://id.wikipedia.org/wiki/Nena_Rosier,,Nov 24 1965,,0
Neni Anggraeni,https://id.wikipedia.org/wiki/Neni_Anggraeni,,,,0
Neno Warisman,https://id.wikipedia.org/wiki/Neno_Warisman,,Jun 21 1964,,0
Nenny Triana,https://id.wikipedia.org/wiki/Nenny_Triana,,May 23 1955,,0
Nessa Sadin,https://id.wikipedia.org/wiki/Nessa_Sadin,,Aug 6 1981,,0
Netty Herawati,https://id.wikipedia.org/wiki/Netty_Herawati,,,,0
Nia Daniaty,https://id.wikipedia.org/wiki/Nia_Daniaty,,Apr 17 1964,,0
Nia Ramadhani,https://id.wikipedia.org/wiki/Nia_Ramadhani,,Apr 16 1990,,0
Nia Zulkarnaen,https://id.wikipedia.org/wiki/Nia_Zulkarnaen,,Jun 19 1970,,0
Nike Ardilla,https://id.wikipedia.org/wiki/Nike_Ardilla,./foto/Nike_Ardilla.jpg,Dec 27 1975,,0
Niken Anjani,https://id.wikipedia.org/wiki/Niken_Anjani,,Aug 18 1987,,0
Nikita Mirzani,https://id.wikipedia.org/wiki/Nikita_Mirzani,,Mar 17 1986,,0
Nikita Willy,https://id.wikipedia.org/wiki/Nikita_Willy,,Jun 29 1994,,0
Nimaz Dewantary,https://id.wikipedia.org/wiki/Nimaz_Dewantary,,Nov 17 1993,,0
Nina Anwar,https://id.wikipedia.org/wiki/Nina_Anwar,,,,0
Nina Tamam,https://id.wikipedia.org/wiki/Nina_Tamam,,Mar 29 1975,,0
Nina Zatulini,https://id.wikipedia.org/wiki/Nina_Zatulini,,Nov 22 1991,,0
Nindy Ellesse,https://id.wikipedia.org/wiki/Nindy_Ellesse,,,,0
Niniek L. Karim,https://id.wikipedia.org/wiki/Niniek_L._Karim,,,,0
Nirina Zubir,https://id.wikipedia.org/wiki/Nirina_Zubir,,Mar 12 1980,,0
Madagaskar,https://id.wikipedia.org/wiki/Madagaskar,,,,0
Nita Ferlina,https://id.wikipedia.org/wiki/Nita_Ferlina,,Feb 22 1984,,0
Noumira Sjahril,https://id.wikipedia.org/wiki/Noumira_Sjahril,,,,0
Nova Eliza,https://id.wikipedia.org/wiki/Nova_Eliza,,Jun 4 1980,,0
Novia Kolopaking,https://id.wikipedia.org/wiki/Novia_Kolopaking,,Nov 9 1972,,0
